favorite,retweet,tweet_id
5498,2699,749981277374128128
3249,888,749996283729883136
3482,1003,750011400160841729
2914,869,750026558547456000
3416,681,750041628174217216
3365,979,750056684286914561
8428,3676,750071704093859840
2333,600,750086836815486976
3268,928,750101899009982464
4634,1429,750117059602808832
3902,1396,750132105863102464
3326,1066,750147208377409536
4876,1254,750383411068534784
14173,4763,750429297815552001
4797,1265,750506206503038976
14216,5571,750719632563142656
5154,1533,750868782890057730
5469,1437,751132876104687617
6780,2019,751205363882532864
13448,6477,751251247299190784
3443,1093,751456908746354688
5420,1398,751538714308972544
4747,1230,751583847268179968
8504,3338,751598357617971201
6245,2160,751830394383790080
5615,1481,751937170840121344
6407,2038,752173152931807232
0,18384,752309394570878976
4109,1218,752334515931054080
7933,3788,752519690950500352
4748,1737,752660715232722944
6464,1778,752682090207055872
7399,1734,752917284578922496
4190,1075,753026973505581056
3672,1151,753294487569522689
8199,2575,753375668877008896
6228,2113,753398408988139520
8523,3936,753420520834629632
6301,2409,753655901052166144
8431,2577,754120377874386944
4039,813,754449512966619136
5704,2145,754482103782404096
2774,574,754747087846248448
7402,2776,754856583969079297
0,8856,754874841593970688
22853,12230,755110668769038337
17727,5940,755206590534418437
7906,3187,755955933503782912
6941,1695,756275833623502848
45882,19315,756288534030475264
4259,1196,756303284449767430
11214,3997,756526248105566208
5467,1461,756651752796094464
7158,2217,756939218950160384
6750,2198,756998049151549440
4868,1572,757354760399941633
6289,1927,757393109802180609
16342,7547,757400162377592832
4685,1170,757596066325864448
0,322,757597904299253760
4899,1233,757611664640446465
4887,1347,757725642876129280
0,8966,757729163776290825
7421,3590,757741869644341248
2928,413,758041019896193024
3694,1197,758355060040593408
5602,2122,758405701903519748
5171,2463,758467244762497024
4118,1094,758474966123810816
6163,1765,758740312047005698
12042,4236,758828659922702336
3825,989,758854675097526272
7027,2232,759047813560868866
15674,4641,759099523532779520
0,1300,759159934323924993
6538,2150,759197388317847553
9176,2723,759447681597108224
5074,1299,759557299618865152
0,23429,759566828574212096
6432,2113,759793422261743616
7244,2196,759846353224826880
15840,6288,759923798737051648
6153,2006,760190180481531904
4244,953,760252756032651264
28885,12700,760290219849637889
8181,4015,760539183865880579
5350,1431,760641137271070720
7119,2126,760656994973933572
4117,1073,760893934457552897
12170,3830,761004547850530816
5745,1715,761227390836215808
4824,1219,761292947749015552
5626,1606,761334018830917632
0,19849,761371037149827077
4452,1301,761599872357261312
53438,32200,761672994376806400
4596,948,761745352076779520
0,4380,761750502866649088
5833,2233,761976711479193600
34523,17308,762035686371364864
5213,1250,762316489655476224
11183,4671,762464539388485633
12193,7230,762471784394268675
13164,4021,762699858130116608
7940,2521,763103485927849985
5845,1644,763183847194451968
13632,4636,763837565564780549
6538,1691,764259802650378240
6922,1959,764857477905154048
12551,3749,765222098633691136
7643,2384,765371061932261376
28451,3761,765395769549590528
5603,1356,765669560888528897
7810,2390,765719909049503744
4035,550,766008592277377025
4622,967,766069199026450432
0,2878,766078092750233600
7320,2092,766313316352462849
6506,1764,766423258543644672
4358,875,766693177336135680
5490,1510,766793450729734144
10921,3169,767122157629476866
13277,4246,767191397493538821
8078,2591,767500508068192258
17327,5995,767754930266464257
5134,1563,767884188863397888
11798,3935,768193404517830656
14711,3811,768473857036525572
5436,1415,768596291618299904
4453,1342,768609597686943744
4543,992,768855141948723200
15604,7267,768970937022709760
5837,1909,769212283578875904
6917,1851,769695466921623552
34029,10730,769940425801170949
8186,2562,770069151037685760
0,3384,770093767776997377
6749,1657,770293558247038976
6796,2291,770414278348247044
7927,1938,770655142660169732
5616,1569,770772759874076672
5368,1363,770787852854652928
0,245,771004394259247104
7442,1838,771014301343748096
6726,1598,771102124360998913
9953,3252,771136648247640064
0,8410,771171053431250945
11402,5685,771380798096281600
8946,2911,771500966810099713
13002,3784,771770456517009408
4336,1029,772102971039580160
2932,525,772114945936949249
4053,815,772117678702071809
4083,1251,772152991789019136
6504,1544,772193107915964416
7012,1888,772581559778025472
0,3749,772615324260794368
8645,2589,772826264096874500
9301,4322,772877495989305348
10811,4580,773191612633579521
10169,3574,773247561583001600
25157,8320,773308824254029826
23892,6872,773547596996571136
5765,1443,773670353721753600
7140,1827,773704687002451968
6926,1926,773922284943896577
11641,4336,773985732834758656
23586,6228,774314403806253056
7274,1944,774639387460112384
9242,1968,774757898236878852
16848,5274,775085132600442880
8063,3331,775364825476165632
14012,5108,775729183532220416
15011,4470,775733305207554048
12708,2995,775842724423557120
0,17273,775898661951791106
1990,169,776088319444877312
12737,4860,776113305656188928
10406,2812,776201521193218049
32542,17825,776218204058357768
9621,3134,776477788987613185
5295,1350,776813020089548800
0,15316,776819012571455488
15526,4831,777189768882946048
9507,2787,777621514455814149
0,4763,777641927919427584
12182,3289,777684233540206592
6898,1835,777885040357281792
7127,1815,778027034220126208
9190,2954,778039087836069888
11262,3698,778286810187399168
6346,1226,778383385161035776
0,13690,778396591732486144
14795,4865,778408200802557953
5048,1130,778624900596654080
6268,1672,778650543019483137
7491,1494,778748913645780993
21764,8152,778990705243029504
16068,5064,779056095788752897
12823,4076,779123168116150273
9591,3484,779377524342161408
20672,7923,779834332596887552
9463,2508,780192070812196864
5740,1190,780459368902959104
0,132,780476555013349377
0,4157,780496263422808064
6843,1943,780543529827336192
13136,3725,780601303617732608
5993,1454,780800785462489090
7814,2232,780858289093574656
23520,8232,780931614150983680
10622,3047,781163403222056960
9171,2352,781251288990355457
22559,6198,781524693396357120
11363,3032,781661882474196992
12066,3767,781955203444699136
0,6993,782021823840026624
18119,6232,782305867769217024
8471,2105,782598640137187329
18762,6034,782722598790725632
8116,1561,782747134529531904
26257,8246,782969140009107456
8849,2482,783085703974514689
31804,13145,783334639985389568
0,6300,783347506784731136
18372,6183,783391753726550016
9209,2528,783466772167098368
11354,3610,783695101801398276
8010,2206,783821107061198850
32735,12128,783839966405230592
6192,1437,784431430411685888
9770,2846,784517518371221505
11042,3611,784826020293709826
13174,5457,785170936622350336
7906,1842,785264754247995392
9926,2257,785533386513321988
8509,2481,785639753186217984
7279,2048,785872687017132033
12379,3538,785927819176054784
0,7923,786036967502913536
16701,5366,786233965241827333
11886,3936,786363235746385920
10244,3480,786595970293370880
11626,2882,786664955043049472
19817,6824,786709082849828864
28952,8988,786963064373534720
8499,1957,787322443945877504
11808,3182,787397959788929025
11120,3119,787717603741622272
9455,3428,787810552592695296
6693,1489,788039637453406209
0,3830,788070120937619456
6706,1459,788150585577050112
7883,2382,788178268662984705
16988,5954,788412144018661376
29912,11571,788765914992902144
29852,13936,788908386943430656
10587,3131,789137962068021249
9936,2907,789268448748703744
12828,3799,789530877013393408
7384,2175,789599242079838210
8208,1995,789628658055020548
10095,2608,789986466051088384
13694,3613,790277117346975746
8529,2099,790337589677002753
22554,8052,790581949425475584
8936,2139,790698755171364864
0,2608,790723298204217344
18104,5284,790946055508652032
10793,2400,790987426131050500
0,4636,791026214425268224
9581,2855,791312159183634433
14322,4620,791406955684368384
12815,3519,791672322847637504
7831,2019,792050063153438720
14722,4818,792394556390137856
8013,1886,792773781206999040
12335,4797,792883833364439040
15649,4516,792913359805018113
13842,4382,793120401413079041
7037,2789,793135492858580992
6733,1922,793150605191548928
10249,3125,793165685325201412
7540,2233,793180763617361921
16666,6319,793195938047070209
9740,3164,793210959003287553
10726,3215,793226087023144960
11483,3693,793241302385262592
21774,9361,793256262322548741
9415,2651,793271401113350145
26858,10340,793286476301799424
11662,2680,793500921481273345
8694,1839,793601777308463104
0,3519,793614319594401792
10038,2109,793845145112371200
18366,5507,793962221541933056
10036,3730,794205286408003585
10424,2973,794332329137291264
0,11571,794355576146903043
11206,2603,794926597468000259
0,3799,794983741416415232
17693,6094,795076730285391872
11023,3224,795400264262053889
54353,26799,795464331001561088
11776,4150,796031486298386433
9217,2597,796080075804475393
9912,2722,796116448414461957
35308,16102,796149749086875649
0,16102,796177847564038144
12017,4677,796387464403357696
8265,1978,796484825502875648
12936,3435,796759840936919040
8362,2134,796865951799083009
21802,7445,797236660651966464
15819,5448,797545162159308800
12711,3527,797971864723324932
11306,2862,798209839306514432
0,3784,798340744599797760
0,2208,798628517273620480
0,2077,798644042770751489
0,4369,798665375516884993
0,6241,798673117451325440
0,5587,798694562394996736
0,7309,798697898615730177
8090,1613,798925684722855936
14349,5039,798933969379225600
8817,2762,799063482566066176
10808,3121,799297110730567681
8763,2145,799422933579902976
9160,2429,799757965289017345
0,5274,799774291445383169
30945,14816,800018252395122689
16674,2878,800141422401830912
12141,3147,800388270626521089
0,4860,800443802682937345
10293,2413,800459316964663297
14315,3382,800513324630806528
11433,3113,800751577355128832
8794,2347,801115127852503040
26713,6701,801167903437357056
6602,934,801285448605831168
8927,2312,801538201127157760
8416,1919,801958328846974976
9873,2923,802239329049477120
6918,1525,802265048156610565
17709,6568,802323869084381190
9741,2819,802572683846291456
0,3289,802624713319034886
9812,2250,802952499103731712
10924,2775,803276597545603072
8437,2083,803380650405482500
11968,4661,803638050916102144
0,8348,803692223237865472
10945,3108,803773340896923648
48557,18210,804026241225523202
0,3611,804413760345620481
14955,4326,804738756058218496
8469,1905,805207613751304193
9544,2839,805487436403003392
6235,1855,805520635690676224
7159,2061,805826884734976000
8987,2133,805932879469572096
0,6034,805958939288408065
6975,1346,806219024703037440
0,13145,806242860592926720
11111,2664,806542213899489280
81831,39248,806629075125202948
14173,4282,807010152071229440
0,8246,807059379405148160
122595,60849,807106840509214720
15861,4133,807621403335917568
13678,3958,808001312164028416
9485,2451,808106460588765185
0,6701,808134635716833280
12273,2911,808501579447930884
8596,2429,808733504066486276
10987,3407,808838249661788160
14369,3936,809084759137812480
21682,6306,809220051211603969
7532,1650,809448704142938112
0,5507,809808892968534016
16843,4366,809920764300447744
15962,3761,810254108431155201
38584,12838,810284430598270976
11916,2955,810657578271330305
9835,2003,810896069567610880
5796,1604,810984652412424192
22724,7181,811386762094317568
13922,3515,811627233043480576
8206,1812,811744202451197953
7893,1580,811985624773361665
14870,4110,812372279581671427
8685,2162,812466873996607488
6605,1373,812503143955202048
7194,1605,812709060537683968
8220,2138,812781120811126785
22754,8205,813051746834595840
8632,2176,813066809284972545
10720,3103,813081950185472002
11423,4050,813096984823349248
11216,3091,813112105746448384
12888,3508,813127251579564032
9128,2642,813142292504645637
8409,2481,813157409116065792
10139,2153,813172488309972993
21547,4893,813187593374461952
9966,2015,813202720496779264
20298,8162,813217897535406080
9061,1973,813800681631023104
39438,15709,813812741911748608
10080,2107,813910438903693312
0,3613,813944609378369540
31194,9742,814153002265309185
9402,2070,814530161257443328
12237,3034,814638523311648768
8285,1446,814986499976527872
11210,4252,815390420867969024
8920,1843,815639385530101762
10670,2536,815736392542261248
24380,9529,815966073409433600
5417,1172,815990720817401858
0,5948,816014286006976512
9677,2405,816091915477250048
9327,2184,816336735214911488
33129,9069,816450570814898180
10621,2454,816697700272001025
10816,2277,816816676327063552
0,5284,816829038950027264
9275,1847,817056546584727552
13158,2925,817120970343411712
9452,2247,817171292965273600
0,9529,817181837579653120
6088,1078,817415592588222464
37147,16779,817423860136083457
12781,3392,817536400337801217
11576,2977,817777686764523521
56182,30288,817827839487737858
13309,2897,818145370475810820
11931,2543,818259473185828864
11826,2769,818536468981415936
0,6872,818588835076603904
10676,2887,818614493328580609
24025,8319,818627210458333184
93410,40892,819004803107983360
48799,21087,819006400881917954
0,21087,819015331746349057
0,40892,819015337530290176
25003,7462,819227688460238848
7811,1341,819347104292290561
10343,2196,819588359383371776
14550,3498,819711362133872643
13918,5403,819924195358416896
5755,1321,819952236453363712
21399,7005,820078625395449857
3602,633,820314633777061888
0,2878,820446719150292993
13199,3593,820690176645140481
34142,11081,820749716845686786
13660,2552,821044531881721856
10386,2374,821107785811234820
9433,2247,821149554670182400
12730,4863,821407182352777218
8653,1963,821522889702862852
9106,1851,821765923262631936
0,3725,821813639212650496
12280,2610,821886076407029760
37858,10974,822244816520155136
30856,16430,822462944365645825
19585,7131,822489057087389700
15938,3296,822610361945911296
0,7131,822647212903690241
14243,2544,822859134160621569
142892,48917,822872901745569793
18675,3824,822975315408461824
0,10974,823269594223824897
16983,4483,823322678127919110
14053,2947,823581115634085888
13551,2689,823699002998870016
11494,3011,823939628516474880
16194,4292,824297048279236611
12682,11543,824325613288833024
10846,1930,824663926340194305
16135,3923,824775126675836928
0,6094,824796380199809024
6851,1431,825026590719483904
19705,5082,825147591692263424
56034,19111,825535076884762624
13708,2761,825829644528148480
11264,2073,825876512159186944
16870,3475,826115272272650244
5242,1040,826204788643753985
14265,2875,826240494070030336
19810,4657,826476773533745153
10831,2599,826598365270007810
39276,11393,826848821049180160
23233,5552,826958653328592898
11375,2485,827199976799354881
17085,3397,827324948884643840
7969,1048,827600520311402496
16604,3327,827653905312006145
21650,5787,827933404142436356
11121,2371,828011680017821696
12634,3168,828046555563323392
13453,3241,828372645993398273
7932,1180,828376505180889089
13551,2459,828381636999917570
8198,1417,828408677031882754
6742,1272,828409743546925057
10213,1490,828650029636317184
39301,12417,828708714936930305
27441,6508,828770345708580865
56875,17966,829011960981237760
26322,8214,829141528400556032
37187,10320,829374341691346946
11230,2247,829449946868879360
34045,11738,829501995190984704
13133,2173,829861396166877184
0,5552,829878982036299777
10534,3338,830097400375152640
71716,18636,830583320585068544
8548,1661,830956169170665475
12772,2265,831262627380748289
12549,2689,831309418084069378
6975,1231,831315979191906304
9829,1681,831322785565769729
9660,2536,831552930092285952
7693,2159,831650051525054464
11187,2000,831670449226514432
29628,7203,831911600680497154
25701,6786,831939777352105988
19131,5148,832032802820481025
0,10730,832040443403784192
0,10340,832215726631055365
12096,2574,832273440279240704
18358,3511,832369877331693569
12788,2458,832397543355072512
16978,3077,832636094638288896
17991,3989,832757312314028032
0,42,832769181346996225
14243,2444,832998151111966721
21604,5336,833124694597443584
15899,2276,833479644947025920
22084,3525,833722901757046785
16388,3780,833826103416520705
14336,2651,833863086058651648
13949,2432,834086379323871233
16832,3996,834167344700198914
22025,5278,834209720923721728
10270,1838,834458053273591808
14638,2787,834574053763584002
22548,6000,834786237630337024
11576,1812,834931633769889797
23983,3327,835152434251116546
27891,6314,835172783151792128
8284,1868,835264098648616962
17488,3283,835297930240217089
18987,3981,835574547218894849
20388,4721,836001077879255040
22664,4698,836260088725786625
17411,3409,844580511645339650
2564,753,697943111201378304
14410,2384,844223788422217728
40943,11233,844704788403113984
15988,3488,844973813909606400
14420,2810,844979544864018432
24645,5845,845306882940190720
8048,1975,845397057150107648
26514,5185,845677943972139009
30933,9476,845812042753855489
16862,3122,846042936437604353
33473,9810,846153765933735936
47138,12562,846514051647705089
21158,4237,846874817362120707
22561,3444,847116187444137987
21044,6325,847157206088847362
21506,4629,847251039262605312
19734,3657,847606175596138505
5770,1453,847842811428974592
24713,5518,847962785489326080
0,463,847971574464610304
17177,3325,848212111729840128
26010,4955,848324959059550208
26476,4651,848690551926992896
44558,9182,849051919805034497
11989,2033,849336543269576704
16644,3375,849412302885593088
31931,8171,849776966551130114
21432,5262,850019790995546112
17098,4101,850145622816686080
13665,2796,850380195714523136
32488,9968,850753642995093505
21606,6135,851224888060895234
25364,7573,851464819735769094
16916,3709,851591660324737024
0,23,851861385021730816
0,10320,851953902622658560
11948,1689,852189679701164033
20868,7284,852226086759018497
34559,10571,852311364735569921
17070,3753,852553447878664193
15544,2291,852672615818899456
9416,1963,852912242202992640
16143,3797,853299958564483072
36264,10797,853639147608842240
29703,6152,853760880890318849
16783,3342,854010172552949760
33129,7953,854120357044912130
19581,4976,854365224396361728
30368,7289,854482394044301312
23629,6463,854732716440526848
30929,8686,855459453768019968
46832,18643,855851453814013952
28509,6648,856282028240666624
12171,1976,856526610513747968
16754,3024,856543823941562368
19459,4197,857029823797047296
20560,4739,857263160327368704
6085,1711,857393404942143489
35187,11111,857746408056729600
16535,2700,857989990357356544
16146,3040,858107933456039936
22069,5059,858471635011153920
15929,3630,858843525470990336
34731,14197,859074603037188101
92224,31563,859196978902773760
19027,1639,859607811541651456
15763,3646,859851578198683649
19990,4266,859924526012018688
17070,6070,860184849394610176
18722,3620,860276583193509888
24142,5484,860524505164394496
7670,2248,860563773140209665
0,849,860924035999428608
17095,3957,861005113778896900
17558,4325,861288531465048066
36812,11106,861383897657036800
76156,24179,862096992088072192
20950,5139,862457590147678208
17416,3660,862722525377298433
19552,5262,862831371563274240
8692,2558,863062471531167744
8928,1136,863079547188785154
24236,5453,863432100342583297
15555,4312,863553081350529029
20966,4277,863907417377173506
30678,9249,864197398364647424
14860,3142,864279568663928832
32833,9001,864873206498414592
28443,7907,865006731092295680
26874,5153,865359393868664832
25974,5769,865718153858494464
53362,14893,866334964761202691
123982,36253,866450705531457537
19591,3586,866686824827068416
32645,8085,867051520902168576
0,131,867072653475098625
16331,2582,867421006826221569
34372,7514,867774946302451713
24408,4279,867900495410671616
10258,2146,868552278524837888
27477,5908,868622495443632128
66224,14848,868880397819494401
20606,3870,869227993411051520
16103,3199,869596645499047938
28448,6454,869702957897576449
42685,10249,869772420881756160
36909,8516,870063196459192321
21935,4228,870308999962521604
83129,26690,870374049280663552
12485,2689,870656317836468226
33794,6322,870804317367881728
22740,3863,871032628920680449
20273,3504,871515927908634625
20312,3520,871762521631449091
38143,11363,871879754684805121
34523,8231,872122724285648897
34291,6409,872261713294495745
40751,9107,872486979161796608
20809,3755,872620804844003328
14730,3727,872820683541237760
27401,5459,872967104147763200
7251,1603,873213775632977920
24235,3981,873580283840344065
34665,10562,874012996292530176
22643,3982,874057562936811520
26046,4146,874296783580663808
27812,4689,874680097055178752
25447,4754,875021211251597312
21892,4962,875144289856114688
25162,4327,875747767867523072
27872,4715,876120275196170240
18729,2418,876484053909872640
20629,3377,876838120628539392
27082,5630,877201837425926144
27309,5199,877316821321428993
22697,3840,877556246731214848
0,81,877611172832227328
79750,19241,877736472329191424
41962,6873,878057613040115712
7740,1298,878281511006478336
19366,4152,878776093423087618
18921,2706,879008229531029506
22537,4734,879050749262655488
16730,3129,879376492567855104
105636,44375,879415818425184262
23349,3196,879492040517615616
22247,3506,879862464715927552
27551,4373,880095782870896641
27002,4249,880221127280381952
28446,6305,880465832366813184
21244,3835,880872448815771648
16967,2788,880935762899988482
23005,5178,881268444196462592
49325,16052,881536004380872706
50428,10723,881666595344535552
24230,3407,881906580714921986
29269,5002,882045870035918850
44860,11661,882268110199369728
27823,6116,882627270321602560
28240,4944,882762694511734784
23892,3938,882992080364220416
37116,6698,883117836046086144
22501,3689,883360690899218434
45831,10005,883482846933004288
21837,3456,883838122936631299
20335,2994,884162670584377345
26910,5667,884441805382717440
24230,4884,884562892145688576
27845,5805,884876753390489601
77325,18519,884925521741709313
21887,4398,885167619883638784
0,18636,885311592912609280
35886,6455,885528943205470208
32594,6837,885984800019947520
27893,6309,886258384151887873
21133,3207,886366144734445568
22342,4482,886680336477933568
12031,3305,886736880519319552
35053,7805,886983233522544640
30445,5982,887101392804085760
33575,10436,887343217045368832
68900,18286,887473957103951883
46110,11707,887517139158093824
30095,5410,887705289381826560
21703,3510,888078434458587136
19838,3595,888554962724278272
25515,4361,888804989199671297
29000,4514,888917238123831296
25223,5439,889278841981685760
15050,2244,889531135344209921
27100,4561,889638837579907072
47977,10095,889665388333682689
27711,4984,889880896479866881
30577,7361,890006608113172480
31851,7441,890240255349198849
27704,4277,890609185150312448
65320,18966,890729181411237888
11812,2080,890971913173991426
20160,3124,891087950875897856
40197,9442,891327558926688256
42049,8683,891689557279858688
24948,4168,891815181378084864
33131,6285,892177421306343426
38676,8554,892420643555336193
3062,1046,692017291282812928
1753,428,692142790915014657
2297,870,692158366030913536
2695,895,692187005137076224
9988,3797,692417313023332352
1971,457,692530551048294401
3406,1482,692535307825213440
4635,1675,692568918515392513
7299,3964,692752401762250755
3070,961,692828166163931137
2429,881,692894228850999298
1912,661,692901601640583168
2601,958,692905862751522816
2852,811,692919143163629568
2001,504,693095443459342336
1833,670,693109034023534592
8427,3500,693155686491000832
3060,800,693231807727280129
2382,547,693262851218264065
3588,1358,693280720173801472
1893,684,693486665285931008
5409,2144,693590843962331137
1646,403,693622659251335168
2618,873,693629975228977152
2716,454,693642232151285760
2878,646,693647888581312512
1845,404,693942351086120961
3614,1130,694001791655137281
3140,1012,694183373896572928
4469,2224,694206574471057408
2143,545,694329668942569472
2172,674,694352839993344000
1609,316,694356675654983680
38094,15763,694669722378485760
2955,1021,694905863685980160
2840,859,695051054296211456
1716,655,695064344191721472
3032,1204,695074328191332352
2811,672,695095422348574720
3893,1606,695314793360662529
9190,3890,695409464418041856
4649,1973,695446424020918272
4880,2298,695629776980148225
1999,813,695767669421768709
3401,849,695794761660297217
3202,1278,695816827381944320
3426,1239,696405997980676096
2715,1129,696488710901260288
2537,709,696713835009417216
1574,388,696754882863349760
2612,778,696877980375769088
5161,1952,696886256886657024
2508,736,696894894812565505
3409,1118,696900204696625153
2689,730,697242256848379904
3226,1265,697255105972801536
3508,1085,697259378236399616
4978,2028,697270446429966336
3641,1505,697463031882764288
2586,740,697482927769255936
2180,551,697575480820686848
3232,1375,697596423848730625
3358,1099,697616773278015490
3225,1293,697881462549430272
3509,1408,697990423684476929
1628,363,697995514407682048
2995,801,698178924120031232
17910,6517,698195409219559425
5067,2190,698262614669991936
2421,1037,698342080612007937
1996,490,698355670425473025
2475,672,698549713696649216
1370,373,698635131305795584
1548,413,698703483621523456
2640,751,698710712454139905
2711,678,698907974262222848
2893,981,698953797952008193
3617,1077,698989035503689728
2784,1300,699036661657767936
3199,1292,699072405256409088
2610,714,699079609774645248
2381,685,699088579889332224
3370,944,699323444782047232
2005,478,699370870310113280
2197,674,699413908797464576
1464,362,699423671849451520
2318,557,699434518667751424
6334,2851,699446877801091073
10946,5003,699691744225525762
2094,665,699775878809702401
2956,1348,699779630832685056
2395,540,699788877217865730
3250,1050,699801817392291840
3531,1468,700002074055016451
2203,634,700029284593901568
2818,756,700062718104104960
8044,3009,700143752053182464
2391,721,700151421916807169
2826,813,700167517596164096
4428,1967,700462010979500032
2431,624,700505138482569216
2809,873,700518061187723268
24402,10241,700747788515020802
2593,1044,700796979434098688
2596,542,700847567345688576
2763,667,700864154249383937
2367,627,700890391244103680
13054,5587,701214700881756160
2828,663,701545186879471618
3000,1021,701570477911896070
2230,500,701601587219795968
3806,1502,701889187134500865
4062,1110,701952816642965504
3673,1077,701981390485725185
5129,1462,702217446468493312
2642,832,702276748847800320
3500,1128,702321140488925184
3059,1049,702539513671897089
11040,3579,702598099714314240
2333,612,702671118226825216
3431,1175,702684942141153280
15707,3228,836380477523124226
13444,2437,836677758902222849
20499,5059,836753516572119041
13571,2513,836989968035819520
17072,2626,837110210464448512
22521,5803,837366284874571778
13642,2532,837471256429613056
4089,484,837482249356513284
36421,8634,837820167694528512
18774,3449,838083903487373313
24074,5274,838476387338051585
11606,1451,838561493054533637
0,37,838916489579200512
11894,2270,838921590096166913
28917,7170,839239871831150596
0,154,839290600511926273
29254,8491,839549326359670784
14266,2510,839990271299457024
20475,6255,840268004936019968
17486,4971,840370681858686976
9536,1918,840632337062862849
13071,1078,840696689258311684
24313,5776,841077006473256960
16847,5131,841314665196081154
13410,4007,841439858740625411
27189,8436,841680585030541313
0,16779,841833993020538882
14852,3288,842115215311396866
25947,6316,842163532590374912
19170,3803,842535590457499648
7149,1389,842765311967449089
16112,3897,842846295480000512
22746,6580,843235543001513987
17878,2979,843604394117681152
22646,5015,843856843873095681
