favorite,retweet,tweet_id
1220,429,671536543010570240
956,416,671538301157904385
1130,596,671542985629241344
2063,1105,671544874165002241
1399,630,671547767500775424
13299,7640,671561002136281088
8828,4605,671729906628341761
1492,790,671735591348891648
760,239,671743150407421952
1392,811,671744970634719232
1744,972,671763349865160704
1233,551,671768281401958400
7305,3672,671789708968640512
948,478,671855973984772097
1163,525,671866342182637568
1292,582,671874878652489728
1472,726,671879137494245376
3587,1451,671882082306625538
1372,590,671891728106971137
8751,4369,671896809300709376
1340,541,672068090318987265
971,385,672082170312290304
1030,385,672095186491711488
2489,1204,672125275208069120
1807,762,672139350159835138
898,380,672160042234327040
1051,390,672169685991993344
2335,1216,672205392827572224
812,222,672222792075620352
1906,1060,672231046314901505
924,335,672239279297454080
708,163,672245253877968896
1785,636,672248013293752320
1476,778,672254177670729728
2914,1643,672256522047614977
1184,359,672264251789176834
1544,642,672267570918129665
6680,3575,672272411274932228
1402,569,672466075045466113
1484,738,672475084225949696
736,128,672481316919734272
1173,638,672482722825261057
1151,459,672488522314567680
668,180,672523490734551040
1061,391,672538107540070400
751,197,672591271085670400
979,349,672591762242805761
1369,636,672594978741354496
1151,428,672604026190569472
1150,409,672609152938721280
1267,618,672614745925664768
1338,520,672622327801233409
1006,340,672640509974827008
1297,513,672828477930868736
1359,604,672834301050937345
1063,390,672877615439593473
1605,875,672884426393653248
919,443,672898206762672129
1415,532,672902681409806336
1468,678,672964561327235073
1360,578,672968025906282496
988,375,672970152493887488
1745,969,672975131468300288
1871,1050,672980819271634944
1288,571,672984142909456390
1007,305,672988786805112832
987,314,672995267319328768
2033,759,672997845381865473
1765,664,673148804208660480
2338,895,673213039743795200
1466,768,673240798075449344
1099,392,673270968295534593
7788,3356,673295268553605120
895,280,673317986296586240
14008,8410,673320132811366400
1313,627,673342308415348736
1007,281,673343217010679808
2617,1362,673345638550134785
759,223,673350198937153538
1712,571,673352124999274496
1544,622,673355879178194945
1504,708,673359818736984064
1056,328,673363615379013632
1430,592,673576835670777856
858,281,673580926094458881
1232,391,673583129559498752
1646,769,673612854080196609
1160,394,673636718965334016
740,256,673656262056419329
1296,382,673662677122719744
1420,492,673680198160809984
1498,462,673686845050527744
1310,524,673688752737402881
1805,687,673689733134946305
3947,2080,673697980713705472
1489,604,673700254269775872
1301,419,673705679337693185
1138,416,673707060090052608
1112,307,673708611235921920
880,293,673709992831262724
1076,315,673711475735838725
3682,2223,673715861853720576
969,266,673887867907739649
3309,1731,673906403526995968
1207,387,673919437611909120
2026,1027,673956914389192708
1240,373,674008982932058114
1627,689,674014384960745472
1174,319,674019345211760640
1863,1303,674024893172875264
872,232,674036086168010753
1140,434,674038233588723717
746,136,674042553264685056
1468,681,674045139690631169
1505,509,674051556661161984
3461,1388,674053186244734976
6613,2371,674063288070742018
1014,304,674075285688614912
779,180,674082852460433408
1523,598,674255168825880576
1349,488,674262580978937856
1702,898,674265582246694913
930,242,674269164442398721
1631,772,674271431610523648
15364,6300,674291837063053312
1469,551,674318007229923329
879,328,674372068062928900
1556,611,674394782723014656
1244,497,674410619106390016
707,148,674416750885273600
1482,564,674422304705744896
1156,419,674436901579923456
1101,380,674447403907457024
6482,2201,674468880899788800
1556,612,674632714662858753
1738,621,674638615994089473
1070,293,674644256330530816
1492,534,674646392044941312
959,270,674664755118911488
1683,693,674670581682434048
1192,498,674690135443775488
669,99,674737130913071104
1165,420,674739953134403584
1459,585,674743008475090944
1526,495,674752233200820224
1417,479,674754018082705410
820,255,674764817387900928
1915,855,674767892831932416
1180,510,674774481756377088
2096,1290,674781762103414784
842,221,674788554665512960
1146,270,674790488185167872
2615,1169,674793399141146624
3135,920,674800520222154752
896,379,674805413498527744
2348,1184,674999807681908736
1615,504,675003128568291329
1017,242,675006312288268288
2824,1279,675015141583413248
1106,351,675047298674663426
2911,1209,675109292475830276
1004,269,675111688094527488
2043,836,675113801096802304
1354,528,675135153782571009
2231,965,675145476954566656
1245,332,675146535592706048
984,258,675147105808306176
3906,1802,675149409102012420
6586,2797,675153376133427200
3782,1734,675166823650848770
2909,1384,675334060156301312
4118,2428,675349384339542016
34304,18384,675354435921575936
1097,245,675362609739206656
1791,543,675372240448454658
1589,608,675432746517426176
1932,1042,675483430902214656
1355,639,675489971617296384
3290,1392,675497103322386432
17968,6241,675501075957489664
1373,489,675517828909424640
1084,307,675522403582218240
1236,413,675531475945709568
1898,450,675534494439489536
672,103,675706639471788032
2086,743,675707330206547968
1984,894,675710890956750848
1215,372,675740360753160193
1690,511,675781562965868544
10773,3642,675798442703122432
1097,247,675820929667219457
1600,572,675822767435051008
2395,960,675845657354215424
2827,1401,675853064436391936
1725,610,675870721063669760
4396,1513,675878199931371520
2498,1036,675888385639251968
2233,943,675891555769696257
1717,622,675898130735476737
1375,462,676089483918516224
3171,1553,676098748976615425
2948,1246,676101918813499392
2013,720,676146341966438401
2394,1107,676191832485810177
1829,634,676215927814406144
78913,33567,676219687039057920
1282,318,676237365392908289
2179,588,676263575653122048
1467,373,676430933382295552
1807,725,676440007570247681
12245,5048,676470639084101634
1593,576,676496375194980353
1979,600,676533798876651520
2722,1213,676575501977128964
1268,305,676582956622721024
2461,864,676588346097852417
1231,422,676603393314578432
1981,474,676606785097199616
1146,209,676613908052996102
3053,1064,676617503762681856
5259,2173,676776431406465024
1495,457,676811746707918848
1898,718,676819651066732545
24351,16912,676821958043033607
2220,779,676864501615042560
2372,785,676897532954456065
13423,5321,676936541936185344
2195,826,676942428000112642
1792,409,676946864479084545
2296,945,676948236477857792
1368,428,676949632774234114
2324,876,676957860086095872
2931,1159,676975532580409345
2882,995,677187300187611136
3739,1769,677228873407442944
2096,764,677269281705472000
1315,448,677301033169788928
1740,586,677314812125323265
3839,1627,677328882937298944
1147,257,677331501395156992
1432,320,677334615166730240
1126,243,677530072887205888
7339,3942,677547928504967168
2572,1265,677557565589463040
1359,494,677565715327688705
2261,794,677573743309385728
1987,866,677644091929329666
2065,1059,677662372920729601
3532,1624,677673981332312066
2615,913,677687604918272002
1291,347,677698403548192770
3583,1561,677700003327029250
3227,1058,677716515794329600
5115,2299,677895101218201600
1430,444,677918531514703872
14574,6915,678021115718029313
1678,405,678255464182861824
12175,6607,678278586130948096
1376,291,678334497360859136
1830,587,678341075375947776
2577,985,678380236862578688
1979,458,678389028614488064
1685,456,678396796259975168
61538,30103,678399652199309312
4502,1987,678410210315247616
5755,2775,678424312106393600
4242,1717,678446151570427904
2173,467,678643457146150913
3047,1622,678675843183484930
3984,1861,678740035362037760
7594,3615,678755239630127104
1735,523,678764513869611008
3749,1492,678767140346941444
2956,1005,678774928607469569
3706,1297,678798276842360832
2733,982,678800283649069056
1742,503,678969228704284672
2474,1280,678991772295516161
2392,747,679047485189439488
18184,8966,679062614270468097
6346,2795,679111216690831360
3152,1268,679132435750195208
2947,1120,679148763231985668
22882,8856,679158373988876288
33827,20572,679462823135686656
2231,699,679475951516934144
3360,1615,679503373272485890
3592,1399,679511351870550016
2817,797,679527802031484928
5064,2262,679530280114372609
1763,516,679722016581222400
2301,902,679729593985699840
2224,874,679736210798047232
3286,1221,679777920601223168
38599,15316,679828447187857408
2522,850,679844490799091713
3056,1351,679854723806179328
2621,682,679862121895714818
2091,703,679877062409191424
17773,7792,680055455951884288
2728,960,680070545539371008
13615,9720,680085611152338944
3799,1496,680100725817409536
2886,997,680115823365742593
2442,1039,680130881361686529
3848,1901,680145970311643136
2464,799,680161097740095489
4156,1706,680176173301628928
2287,557,680191257256136705
3011,1283,680206703334408192
1551,316,680221482581123072
1546,552,680440374763077632
2701,813,680473011644985345
1824,526,680494726643068929
4510,2086,680497766108381184
3839,1466,680583894916304897
2806,781,680609293079592961
3044,1140,680798457301471234
2523,901,680801747103793152
3673,1456,680836378243002368
1879,399,680889648562991104
2550,677,680913438424612864
2208,481,680934982542561280
3437,1158,680940246314430465
4846,2170,680959110691590145
2586,724,680970795137544192
3953,1628,681193455364796417
2547,528,681231109724700672
1592,594,681242418453299201
1550,299,681261549936340994
3426,1206,681281657291280384
3397,1048,681297372102656000
4212,2004,681302363064414209
2830,832,681320187870711809
9902,4440,681339448655802368
15282,6381,681523177663676416
3785,1436,681579835668455424
2038,517,681610798867845120
2812,1015,681654059175129088
1871,488,681679526984871937
13633,4429,681694085539872773
2636,909,681891461017812993
2959,1128,681981167097122816
3360,1669,682003177596559360
7018,2208,682032003584274432
3423,1057,682047327939461121
5291,1855,682059653698686977
3468,1296,682242692827447297
4449,1337,682259524040966145
3284,1090,682303737705140231
1781,511,682389078323662849
2379,747,682393905736888321
8090,1934,682406705142087680
3656,1270,682429480204398592
2191,656,682638830361513985
3252,1174,682662431982772225
1401,393,682697186228989953
1624,479,682750546109968385
2635,1224,682788441537560576
39558,18309,682962037429899265
2299,803,683030066213818368
2116,616,683078886620553216
2308,716,683098815881154561
3627,995,683111407806746624
3069,1143,683142553609318400
3141,1031,683357973142474752
8123,2610,683391852557561860
4154,1759,683449695444799489
2595,731,683462770029932544
2806,1087,683481228088049664
3374,1050,683498322573824003
6953,3647,683742671509258241
3574,1484,683773439333797890
2981,1156,683828599284170753
2798,1209,683834909291606017
2803,1073,683849932751646720
2053,384,683852578183077888
4053,1222,683857920510050305
4384,1572,684097758874210310
2124,520,684122891630342144
2153,737,684177701129875456
3715,1287,684188786104872960
2044,567,684195085588783105
2320,1129,684200372118904832
4104,1517,684222868335505415
1321,231,684225744407494656
8711,3608,684241637099323392
2112,609,684460069371654144
4128,1279,684481074559381504
2824,1054,684538444857667585
3213,1351,684567543613382656
9549,3870,684594889858887680
2894,1087,684800227459624960
2242,903,684880619965411328
2000,583,684902183876321280
3734,1601,684914660081053696
3747,518,684926975086034944
3438,1148,684940049151070208
7128,3422,684959798585110529
4375,1563,685169283572338688
2481,733,685198997565345792
3317,1328,685268753634967552
2206,482,685307451701334016
3569,1180,685315239903100929
2827,709,685321586178670592
10140,4380,685325112850124800
3252,1262,685532292383666176
35213,17163,685547936038666240
3126,850,685641971164143616
3467,1602,685663452032069632
2496,631,685667379192414208
8045,3184,685906723014619143
1746,670,685943807276412928
2257,586,685973236358713344
1941,700,686003207160610816
2635,458,686007916130873345
3326,1280,686034024800862208
2357,806,686050296934563840
2344,750,686358356425093120
2364,617,686377065986265092
3472,968,686386521809772549
2014,591,686606069955735556
3929,1488,686618349602762752
2996,881,686683045143953408
4435,1309,686730991906516992
3703,1600,686749460672679938
9193,3472,686947101016735744
2395,668,687096057537363968
2491,1083,687102708889812993
6191,2703,687109925361856513
2312,556,687124485711986689
5829,2507,687127927494963200
4643,2084,687312378585812992
21484,10025,687317306314240000
2180,591,687460506001633280
2108,590,687476254459715584
1703,272,687480748861947905
2047,629,687494652870668288
2071,563,687664829264453632
2602,924,687704180304273409
2547,765,687807801670897665
2674,1041,687818504314159109
2916,1244,687826841265172480
1832,392,688064179421470721
3011,857,688116655151435777
2260,645,688179443353796608
2373,915,688211956440801280
9938,4866,688385280030670848
2463,798,688519176466644993
2782,769,688547210804498433
2365,728,688789766343622656
1020,215,688804835492233216
1471,404,688828561667567616
2380,766,688894073864884227
2242,861,688898160958271489
2264,844,688908934925697024
2912,952,688916208532455424
2165,563,689143371370250240
3265,1100,689154315265683456
1237,268,689275259254616065
2133,787,689280876073582592
3511,1208,689283819090870273
2401,1012,689289219123089408
3622,1565,689517482558820352
2195,505,689557536375177216
12426,6038,689599056876867584
2389,713,689623661272240129
11100,4259,689659372465688576
3413,1012,689661964914655233
2312,822,689835978131935233
3221,1299,689877686181715968
2591,758,689905486972461056
1455,486,689977555533848577
1525,411,689999384604450816
3906,1848,690005060500217858
2679,807,690015576308211712
2987,1129,690021994562220032
1800,451,690248561355657216
2837,972,690360449368465409
3477,943,690374419777196032
1992,493,690400367696297985
2100,657,690597161306841088
1397,306,690649993829576704
2485,863,690690673629138944
2312,569,690728923253055490
4032,1397,690735892932222976
3506,1113,690932576555528194
4418,2180,690938899477221376
3812,1375,690959652130045952
1821,370,691090071332753408
3164,977,691096613310316544
2754,719,691321916024623104
20661,8348,691416866452082688
2829,929,691444869282295808
4336,1251,691459709405118465
2526,623,691483041324204033
2075,556,691675652215414786
3084,1118,691756958957883396
4211,1800,691820333922455552
1966,509,703774238772166656
4080,1636,726887082820554753
2765,788,702932127499816960
28187,13690,703041949650034688
7875,3375,703079050210877440
2106,608,703268521220972544
2034,422,703356393781329922
3739,1245,703382836347330562
2629,761,703407252292673536
4056,1507,703425003149250560
4121,1659,703611486317502464
2771,751,703631701117943808
3512,1238,703769065844768768
3118,1000,704054845121142784
1980,613,704113298707505153
1690,386,704347321748819968
8573,3872,704364645503647744
3629,1153,704480331685040129
3131,1087,704499785726889984
7075,3162,704761120771465216
2825,1099,704819833553219584
5451,1679,704847917308362754
2405,595,704859558691414016
4542,1216,704871453724954624
2316,659,705066031337840642
2293,561,705102439679201280
2752,879,705223444686888960
3196,818,705239209544720384
4071,1847,705428427625635840
4746,1797,705442520700944385
3158,1004,705475953783398401
3379,1257,705591895322394625
2079,578,705786532653883392
2528,616,705898680587526145
3348,972,705970349788291072
3305,804,705975130514706432
5487,1756,706166467411222528
2902,999,706265994973601792
1811,511,706291001778950144
22855,8715,706310011488698368
3666,1001,706346369204748288
3301,1125,706516534877929472
3685,1537,706538006853918722
2296,685,706593038911545345
2746,1190,706644897839910912
3537,1054,706681918348251136
2206,656,706901761596989440
2448,648,707014260413456384
4325,1494,707021089608753152
2340,872,707038192327901184
2741,737,707059547140169728
2936,870,707297311098011648
2628,699,707315916783140866
3505,1172,707377100785885184
3729,1423,707387676719185920
2423,650,707411934438625280
2428,758,707420581654872064
18056,6993,707610948723478529
3645,1087,707693576495472641
2648,661,707741517457260545
3491,1030,707776935007539200
2869,1054,707969809498152960
3309,1220,707995814724026368
4642,2092,708026248782585858
2059,588,708109389455101952
2863,1063,708119489313951744
3606,913,708130923141795840
4544,1678,708149363256774660
2505,802,708349470027751425
3844,1464,708356463048204288
3273,891,708469915515297792
2712,739,708479650088034305
2717,793,708711088997666817
2914,885,708738143638450176
17563,7576,708810915978854401
1811,547,708834316713893888
3156,975,708845821941387268
5063,1790,709042156699303936
2180,453,709158332880297985
2563,695,709198395643068416
13412,6354,709207347839836162
2545,626,709225125749587968
2789,757,709409458133323776
2367,645,709449600415961088
1582,262,709519240576036864
3487,1159,709556954897764353
3758,1314,709566166965075968
3725,1296,709852847387627521
714,108,709901256215666688
3170,1164,709918798883774466
5844,2166,710117014656950272
2944,976,710140971284037632
3090,971,710153181850935296
2555,1224,710269109699739648
4813,1374,710272297844797440
2260,560,710283270106132480
4848,2043,710588934686908417
2456,614,710658690886586372
2862,585,710833117892898816
2706,746,710844581445812225
4837,1509,710997087345876993
3188,680,711008018775851008
3520,795,711306686208872448
3887,1235,711363825979756544
4115,996,711652651650457602
34913,19849,711694788429553666
9468,4490,711732680602345472
3016,1072,711743778164514816
8550,2512,711968124745228288
0,136,711998809858043904
2407,679,712065007010385924
3438,528,712085617388212225
3126,978,712092745624633345
4031,1126,712097430750289920
5654,1699,712438159032893441
4424,1320,712668654853337088
13138,5435,712717840512598017
19762,7309,712809025985978368
4745,1573,713175907180089344
7646,3084,713177543487135744
4690,1403,713411074226274305
5180,1493,713761197720473600
2998,808,713900603437621249
3476,845,713919462244790272
4567,1521,714141408463036416
2407,952,714214115368108032
3471,915,714251586676113411
3193,778,714258258790387713
3841,1011,714606013974974464
3475,1086,714631576617938945
4397,1541,714957620017307648
3990,1124,714982300363173890
4429,1341,715009755312439296
5442,2044,715200624753819648
2565,712,715220193576927233
3213,742,715342466308784130
5812,1707,715360349751484417
4592,1762,715680795826982913
4149,1403,715696743237730304
4958,1842,715733265223708672
3392,952,715928423106027520
5186,1889,716080869887381504
2954,1182,716285507865542656
2507,238,716439118184652801
5871,1509,716791146589110272
4530,1273,716802964044845056
3474,1063,717009362452090881
6649,2065,717047459982213120
3350,919,717421804990701568
6121,2000,717537687239008257
3079,1222,717790033953034240
2604,648,717841801130979328
4112,1086,718234618122661888
2047,544,718246886998687744
5181,1635,718454725339934721
2877,577,718460005985447936
2643,1097,718540630683709445
2600,525,718613305783398402
20107,8790,718631497683582976
5560,1911,718939241951195136
3704,1196,718971898235854848
3627,1037,719332531645071360
4686,1355,719339463458033665
2966,800,719367763014393856
5369,2104,719551379208073216
4852,1579,719704490224398336
5135,1907,719991154352222208
5206,2177,720043174954147842
4137,1230,720059472081784833
3051,1056,720340705894408192
6814,2745,720389942216527872
4378,1618,720415127506415616
2632,742,720775346191278080
3311,841,720785406564900865
2680,665,721001180231503872
4957,2043,721503162398597120
5260,1781,722613351520608256
4369,1708,722974582966214656
5636,2043,723179728551723008
3219,968,723673163800948736
8192,3237,723688335806480385
4126,1329,723912936180330496
4447,1726,724004602748780546
2830,606,724046343203856385
4606,1921,724049859469295616
5636,1792,724405726123311104
2514,693,724771698126512129
3940,1422,724983749226668032
5512,1938,725729321944506368
4425,1478,725786712245440512
7489,2878,725842289046749185
4694,1263,726224900189511680
3774,1094,726828223124897792
7320,2661,726935089318363137
4113,1489,727175381690781696
3232,890,727286334147182592
3527,812,727314416056803329
4757,1330,727524757080539137
6272,1905,727644517743104000
3121,692,727685679342333952
4360,1192,728015554473250816
4829,1823,728035342121635841
4582,1275,728046963732717569
3909,1040,728387165835677696
5241,2189,728409960103686147
3530,1137,728653952833728512
2969,739,728751179681943552
4967,1845,728760639972315136
3372,889,728986383096946689
2006,359,729113531270991872
6180,2503,729463711119904772
4246,1346,729823566028484608
1812,418,729838605770891264
4283,1219,729854734790754305
5196,2100,730196704625098752
4072,1147,730211855403241472
3689,1132,730427201120833536
5244,2347,730573383004487680
6524,2162,730924654643314689
4084,1386,731156023742988288
3713,1073,731285275100512256
15874,5948,732005617171337216
8599,2741,732375214819057664
3927,840,732585889486888962
3757,961,732726085725589504
2599,583,732732193018155009
45270,17273,733109485275860992
4477,1397,733460102733135873
3349,1035,733482008106668032
3912,1099,733822306246479872
3828,848,733828123016450049
2668,588,734776360183431168
13379,6862,734787690684657664
2917,561,734912297295085568
3335,1052,735137028879360001
3580,965,735256018284875776
13857,5537,735274964362878976
6601,2579,735635087207878657
4283,1192,735648611367784448
3836,1255,735991953473572864
8430,3246,736010884653420544
8670,3013,736225175608430592
4263,1362,736365877722001409
4609,1896,736736130620620800
15659,8081,737310737551491075
3848,880,737322739594330112
11006,4867,737445876994609152
5382,1459,737678689543020544
10647,3774,737800304142471168
5622,1931,737826014890496000
2701,721,738156290900254721
9376,3730,738166403467907072
4608,1323,738184450748633089
3493,932,738402415918125056
5430,1707,738537504001953792
3565,886,738883359779196928
4017,1241,738885046782832640
73086,50670,739238157791694849
7689,3211,739485634323156992
42439,23429,739544079319588864
5738,1808,739606147276148736
4036,930,739844404073074688
4325,1179,739932936087216128
21279,6474,739979191639244800
7144,2148,740214038584557568
3519,932,740359016048689152
2647,478,740365076218183684
37058,14556,740373189193256964
19363,7445,740676976021798912
3027,851,740699697422163968
3641,1019,740711788199743490
6839,3020,740995100998766593
10065,3384,741067306818797568
9366,3531,741303864243200000
3917,914,741438259667034112
8726,3022,741743634094141440
4860,1650,741793263812808706
5495,1703,742150209887731712
4634,1505,742161199639494656
7255,2170,742385895052087300
10514,4157,742423170473463808
7744,4240,742465774154047488
4743,2175,742528092657332225
4095,1494,743210557239623680
6617,2088,743222593470234624
4515,1325,743253157753532416
8444,4042,743510151680958465
3764,1027,743545585370791937
19715,7190,743595368194129920
4791,1506,743609206067040256
3898,1047,743895849529389061
4430,1193,743980027717509120
127821,77059,744234799360020481
7222,2347,744334592493166593
5980,1701,744709971296780288
8409,2952,744971049620602880
3188,691,744995568523612160
7738,2505,745057283344719872
7660,3042,745314880350101504
9181,2676,745422732645535745
7595,2785,745433870967832576
7466,2545,745712589599014916
4328,1166,745789745784041472
3792,901,746056683365994496
7377,2411,746131877086527488
6610,1813,746369468511756288
4961,1183,746507379341139972
6472,1964,746726898085036033
5208,1747,746790600704425984
5666,1886,746818907684614144
6413,2359,746872823977771008
3089,328,746906459439529985
10274,4395,747103485104099331
3625,1007,747204161125646336
5657,1733,747219827526344708
4142,1137,747461612269887489
5956,1739,747512671126323200
3947,1156,747594051852075008
2488,601,747600769478692864
5204,1280,747816857231626240
3012,820,747844099428986880
3166,1091,747885874273214464
7104,2801,747933425676525569
6230,2372,747963614829678593
3937,788,748307329658011649
3978,843,748324050481647620
5600,1362,748346686624440324
2334,737,748568946752774144
6514,2192,748575535303884801
4544,1463,748692773788876800
5086,1760,748699167502000129
2966,1038,748705597323898880
6279,2477,748932637671223296
11529,3753,748977405889503236
3323,860,749036806121881602
5145,1667,749064354620928000
5894,2441,749317047558017024
9244,3813,749395845976588288
2816,601,749403093750648834
6551,1838,749417653287129088
4991,1441,749774190421639168
